source,target,strength,date,type
NEWFUNDS,HOLLARD,0.00786,2015,A
NEWFUNDS,CITADEL,0.00711,2015,A
NEWFUNDS,PRUDENTIAL,1.05367,2015,A
NEWFUNDS,CORONATION,0.06131,2015,A
NEWFUNDS,INV,0.00786,2015,A
NEWFUNDS,PSG,0.02184,2015,A
NEWFUNDS,US,0.01675,2015,A
NEWFUNDS,INVESTEC,0.15841,2015,A
NEWFUNDS,NEDBANK,0.11436,2015,A
PIC,BCI,0.00282,2015,A
PIC,STANLIB,0.26512,2015,A
PIC,RECM,0.01955,2015,A
PIC,EFFICIENT,0.00116,2015,A
PIC,SIM,0.04694,2015,A
PIC,GRYPHON,0.00738,2015,A
PIC,TRUFFLE,0.00556,2015,A
PIC,SELECT,0.00357,2015,A
PIC,DISCOVERY,0.00927,2015,A
PIC,OLD,0.1294,2015,A
PIC,MARRIOT,0.00563,2015,A
PIC,NEWFUNDS,0.00598,2015,A
PIC,ALLAN,0.0439,2015,A
PIC,COMMUNITY,0.00078,2015,A
PIC,CADIZ,0.02265,2015,A
PIC,OASIS,0.02655,2015,A
PIC,ABSA,0.58355,2015,A
PIC,ASHBURTON,0.01977,2015,A
PIC,MOMENTUM,0.10286,2015,A
PIC,PRIME,0.0063,2015,A
PIC,CARTESIAN,0.00343,2015,A
PIC,GLACIER,0.02799,2015,A
PIC,COLOURFIELD,0.00751,2015,A
PIC,PRESCIENT,0.0262,2015,A
PIC,HOLLARD,0.00508,2015,A
PIC,CITADEL,0.00328,2015,A
PIC,PRUDENTIAL,1.05365,2015,A
PIC,CORONATION,0.06233,2015,A
PIC,INV,0.00465,2015,A
PIC,PSG,0.02148,2015,A
PIC,US,0.01626,2015,A
PIC,INVESTEC,0.15862,2015,A
PIC,NEDBANK,0.11437,2015,A
ALLAN,BCI,0.04401,2015,A
ALLAN,STANLIB,0.26728,2015,A
ALLAN,RECM,0.04273,2015,A
ALLAN,EFFICIENT,0.0438,2015,A
ALLAN,SIM,0.0622,2015,A
ALLAN,GRYPHON,0.04393,2015,A
ALLAN,TRUFFLE,0.0436,2015,A
ALLAN,SELECT,0.04411,2015,A
ALLAN,DISCOVERY,0.04461,2015,A
ALLAN,OLD,0.13664,2015,A
ALLAN,MARRIOT,0.04432,2015,A
ALLAN,NEWFUNDS,0.04412,2015,A
ALLAN,PIC,0.0439,2015,A
ALLAN,COMMUNITY,0.04406,2015,A
ALLAN,CADIZ,0.04937,2015,A
ALLAN,OASIS,0.05142,2015,A
ALLAN,ABSA,0.58517,2015,A
ALLAN,ASHBURTON,0.04653,2015,A
ALLAN,MOMENTUM,0.10732,2015,A
ALLAN,PRIME,0.04441,2015,A
ALLAN,CARTESIAN,0.0441,2015,A
ALLAN,GLACIER,0.05212,2015,A
ALLAN,COLOURFIELD,0.04449,2015,A
ALLAN,PRESCIENT,0.04415,2015,A
ALLAN,HOLLARD,0.04263,2015,A
ALLAN,CITADEL,0.04306,2015,A
ALLAN,PRUDENTIAL,1.05422,2015,A
ALLAN,CORONATION,0.075,2015,A
ALLAN,INV,0.0443,2015,A
ALLAN,PSG,0.04647,2015,A
ALLAN,US,0.0471,2015,A
ALLAN,INVESTEC,0.1623,2015,A
ALLAN,NEDBANK,0.12163,2015,A
COMMUNITY,BCI,0.00287,2015,A
COMMUNITY,STANLIB,0.26534,2015,A
COMMUNITY,RECM,0.02001,2015,A
COMMUNITY,EFFICIENT,0.00136,2015,A
COMMUNITY,SIM,0.04703,2015,A
COMMUNITY,GRYPHON,0.00761,2015,A
COMMUNITY,TRUFFLE,0.00592,2015,A
COMMUNITY,SELECT,0.0036,2015,A
COMMUNITY,DISCOVERY,0.00932,2015,A
COMMUNITY,OLD,0.12929,2015,A
COMMUNITY,MARRIOT,0.00577,2015,A
COMMUNITY,NEWFUNDS,0.00638,2015,A
COMMUNITY,PIC,0.00078,2015,A
COMMUNITY,ALLAN,0.04406,2015,A
COMMUNITY,CADIZ,0.02267,2015,A
COMMUNITY,OASIS,0.02659,2015,A
COMMUNITY,ABSA,0.58355,2015,A
COMMUNITY,ASHBURTON,0.0201,2015,A
COMMUNITY,MOMENTUM,0.10297,2015,A
COMMUNITY,PRIME,0.00637,2015,A
COMMUNITY,CARTESIAN,0.00342,2015,A
COMMUNITY,GLACIER,0.02801,2015,A
COMMUNITY,COLOURFIELD,0.00773,2015,A
COMMUNITY,PRESCIENT,0.02647,2015,A
COMMUNITY,HOLLARD,0.00541,2015,A
COMMUNITY,CITADEL,0.00359,2015,A
COMMUNITY,PRUDENTIAL,1.05366,2015,A
COMMUNITY,CORONATION,0.06253,2015,A
COMMUNITY,INV,0.00462,2015,A
COMMUNITY,PSG,0.02169,2015,A
COMMUNITY,US,0.01619,2015,A
COMMUNITY,INVESTEC,0.15866,2015,A
COMMUNITY,NEDBANK,0.11442,2015,A
CADIZ,BCI,0.02282,2015,A
CADIZ,STANLIB,0.26602,2015,A
CADIZ,RECM,0.02927,2015,A
CADIZ,EFFICIENT,0.02265,2015,A
CADIZ,SIM,0.05185,2015,A
CADIZ,GRYPHON,0.02379,2015,A
CADIZ,TRUFFLE,0.02309,2015,A
CADIZ,SELECT,0.02195,2015,A
CADIZ,DISCOVERY,0.02424,2015,A
CADIZ,OLD,0.13116,2015,A
CADIZ,MARRIOT,0.02328,2015,A
CADIZ,NEWFUNDS,0.02329,2015,A
CADIZ,PIC,0.02265,2015,A
CADIZ,ALLAN,0.04937,2015,A
CADIZ,COMMUNITY,0.02267,2015,A
