source,target,strength,date,type
MOMENTUM,PIC,0.00943,2015,A
MOMENTUM,ALLAN,0.00566,2015,A
MOMENTUM,COMMUNITY,0.00755,2015,A
MOMENTUM,CADIZ,0.01887,2015,A
MOMENTUM,OASIS,0.00566,2015,A
MOMENTUM,ABSA,0.00943,2015,A
MOMENTUM,ASHBURTON,0.00943,2015,A
MOMENTUM,PRIME,0.00943,2015,A
MOMENTUM,CARTESIAN,0.00189,2015,A
MOMENTUM,GLACIER,0.01321,2015,A
MOMENTUM,COLOURFIELD,0.00755,2015,A
MOMENTUM,PRESCIENT,0.01887,2015,A
MOMENTUM,HOLLARD,0.01698,2015,A
MOMENTUM,CITADEL,0.00943,2015,A
MOMENTUM,PRUDENTIAL,0.00943,2015,A
MOMENTUM,CORONATION,0.01132,2015,A
MOMENTUM,PSG,0.01321,2015,A
MOMENTUM,US,0.00566,2015,A
MOMENTUM,INVESTEC,0.00943,2015,A
MOMENTUM,NEDBANK,0.00943,2015,A
PRIME,BCI,0.00755,2015,A
PRIME,STANLIB,0.00755,2015,A
PRIME,RECM,0.00566,2015,A
PRIME,EFFICIENT,0.00377,2015,A
PRIME,SIM,0.00755,2015,A
PRIME,GRYPHON,0.00566,2015,A
PRIME,TRUFFLE,0.00566,2015,A
PRIME,SELECT,0.00566,2015,A
PRIME,DISCOVERY,0.00755,2015,A
PRIME,OLD,0.01132,2015,A
PRIME,MARRIOT,0.00755,2015,A
PRIME,NEWFUNDS,0.00566,2015,A
PRIME,PIC,0.00755,2015,A
PRIME,ALLAN,0.00377,2015,A
PRIME,COMMUNITY,0.00755,2015,A
PRIME,CADIZ,0.00755,2015,A
PRIME,OASIS,0.00566,2015,A
PRIME,ABSA,0.00566,2015,A
PRIME,ASHBURTON,0.00755,2015,A
PRIME,MOMENTUM,0.00943,2015,A
PRIME,CARTESIAN,0.00189,2015,A
PRIME,GLACIER,0.00755,2015,A
PRIME,COLOURFIELD,0.00755,2015,A
PRIME,PRESCIENT,0.00755,2015,A
PRIME,HOLLARD,0.00755,2015,A
PRIME,CITADEL,0.00755,2015,A
PRIME,PRUDENTIAL,0.00943,2015,A
PRIME,CORONATION,0.00755,2015,A
PRIME,INV,0.00189,2015,A
PRIME,PSG,0.01321,2015,A
PRIME,US,0.00377,2015,A
PRIME,INVESTEC,0.00566,2015,A
PRIME,NEDBANK,0.00943,2015,A
CARTESIAN,BCI,0.00189,2015,A
CARTESIAN,STANLIB,0.00377,2015,A
CARTESIAN,RECM,0.00377,2015,A
CARTESIAN,EFFICIENT,0.00377,2015,A
CARTESIAN,SIM,0.00189,2015,A
CARTESIAN,GRYPHON,0.00189,2015,A
CARTESIAN,TRUFFLE,0.00377,2015,A
CARTESIAN,SELECT,0.00189,2015,A
CARTESIAN,DISCOVERY,0.00377,2015,A
CARTESIAN,OLD,0.00189,2015,A
CARTESIAN,MARRIOT,0.00189,2015,A
CARTESIAN,NEWFUNDS,0.00189,2015,A
CARTESIAN,PIC,0.00189,2015,A
CARTESIAN,ALLAN,0.00377,2015,A
CARTESIAN,COMMUNITY,0.00189,2015,A
CARTESIAN,CADIZ,0.00189,2015,A
CARTESIAN,ABSA,0.00189,2015,A
CARTESIAN,ASHBURTON,0.00377,2015,A
CARTESIAN,MOMENTUM,0.00189,2015,A
CARTESIAN,PRIME,0.00189,2015,A
CARTESIAN,GLACIER,0.00189,2015,A
CARTESIAN,COLOURFIELD,0.00189,2015,A
CARTESIAN,PRESCIENT,0.00189,2015,A
CARTESIAN,HOLLARD,0.00189,2015,A
CARTESIAN,CITADEL,0.00189,2015,A
CARTESIAN,PRUDENTIAL,0.00189,2015,A
CARTESIAN,CORONATION,0.00189,2015,A
CARTESIAN,PSG,0.00189,2015,A
CARTESIAN,US,0.00189,2015,A
CARTESIAN,INVESTEC,0.00377,2015,A
CARTESIAN,NEDBANK,0.00189,2015,A
GLACIER,BCI,0.00755,2015,A
GLACIER,STANLIB,0.01132,2015,A
GLACIER,RECM,0.00566,2015,A
GLACIER,EFFICIENT,0.00377,2015,A
GLACIER,SIM,0.02642,2015,A
GLACIER,GRYPHON,0.00566,2015,A
GLACIER,TRUFFLE,0.00566,2015,A
GLACIER,SELECT,0.00755,2015,A
GLACIER,DISCOVERY,0.01132,2015,A
GLACIER,OLD,0.01132,2015,A
GLACIER,MARRIOT,0.00755,2015,A
GLACIER,NEWFUNDS,0.00566,2015,A
GLACIER,PIC,0.00755,2015,A
GLACIER,ALLAN,0.00377,2015,A
GLACIER,COMMUNITY,0.00755,2015,A
GLACIER,CADIZ,0.00943,2015,A
GLACIER,OASIS,0.00566,2015,A
GLACIER,ABSA,0.00755,2015,A
GLACIER,ASHBURTON,0.00755,2015,A
GLACIER,MOMENTUM,0.01321,2015,A
GLACIER,PRIME,0.00755,2015,A
GLACIER,CARTESIAN,0.00189,2015,A
GLACIER,COLOURFIELD,0.00755,2015,A
GLACIER,PRESCIENT,0.00943,2015,A
GLACIER,HOLLARD,0.00943,2015,A
GLACIER,CITADEL,0.00755,2015,A
GLACIER,PRUDENTIAL,0.00755,2015,A
GLACIER,CORONATION,0.00943,2015,A
GLACIER,PSG,0.00943,2015,A
GLACIER,US,0.00566,2015,A
GLACIER,INVESTEC,0.00943,2015,A
GLACIER,NEDBANK,0.00755,2015,A
COLOURFIELD,BCI,0.00755,2015,A
COLOURFIELD,STANLIB,0.00755,2015,A
COLOURFIELD,RECM,0.00566,2015,A
COLOURFIELD,EFFICIENT,0.00377,2015,A
COLOURFIELD,SIM,0.00755,2015,A
COLOURFIELD,GRYPHON,0.00566,2015,A
COLOURFIELD,TRUFFLE,0.00566,2015,A
COLOURFIELD,SELECT,0.00566,2015,A
COLOURFIELD,DISCOVERY,0.00755,2015,A
COLOURFIELD,OLD,0.00755,2015,A
COLOURFIELD,MARRIOT,0.00755,2015,A
COLOURFIELD,NEWFUNDS,0.00566,2015,A
COLOURFIELD,PIC,0.00755,2015,A
COLOURFIELD,ALLAN,0.00377,2015,A
COLOURFIELD,COMMUNITY,0.00755,2015,A
COLOURFIELD,CADIZ,0.00755,2015,A
COLOURFIELD,OASIS,0.00377,2015,A
COLOURFIELD,ABSA,0.00566,2015,A
COLOURFIELD,ASHBURTON,0.00755,2015,A
COLOURFIELD,MOMENTUM,0.00755,2015,A
COLOURFIELD,PRIME,0.00755,2015,A
COLOURFIELD,CARTESIAN,0.00189,2015,A
COLOURFIELD,GLACIER,0.00755,2015,A
COLOURFIELD,PRESCIENT,0.00755,2015,A
COLOURFIELD,HOLLARD,0.00755,2015,A
COLOURFIELD,CITADEL,0.00943,2015,A
COLOURFIELD,PRUDENTIAL,0.00755,2015,A
COLOURFIELD,CORONATION,0.00755,2015,A
COLOURFIELD,PSG,0.00755,2015,A
COLOURFIELD,US,0.00377,2015,A
COLOURFIELD,INVESTEC,0.00566,2015,A
COLOURFIELD,NEDBANK,0.00755,2015,A
PRESCIENT,BCI,0.00943,2015,A
PRESCIENT,STANLIB,0.01132,2015,A
PRESCIENT,RECM,0.00943,2015,A
PRESCIENT,EFFICIENT,0.00566,2015,A
PRESCIENT,SIM,0.01132,2015,A
PRESCIENT,GRYPHON,0.00755,2015,A
PRESCIENT,TRUFFLE,0.00566,2015,A
PRESCIENT,SELECT,0.00943,2015,A
PRESCIENT,DISCOVERY,0.00943,2015,A
PRESCIENT,OLD,0.01321,2015,A
PRESCIENT,MARRIOT,0.00943,2015,A
PRESCIENT,NEWFUNDS,0.00566,2015,A
PRESCIENT,PIC,0.00943,2015,A
PRESCIENT,ALLAN,0.00566,2015,A
PRESCIENT,COMMUNITY,0.00755,2015,A
PRESCIENT,CADIZ,0.01132,2015,A
PRESCIENT,OASIS,0.00566,2015,A
PRESCIENT,ABSA,0.00943,2015,A
PRESCIENT,ASHBURTON,0.00943,2015,A
PRESCIENT,MOMENTUM,0.01887,2015,A
PRESCIENT,PRIME,0.00755,2015,A
PRESCIENT,CARTESIAN,0.00189,2015,A
PRESCIENT,GLACIER,0.00943,2015,A
PRESCIENT,COLOURFIELD,0.00755,2015,A
PRESCIENT,HOLLARD,0.02453,2015,A
PRESCIENT,CITADEL,0.00943,2015,A
PRESCIENT,PRUDENTIAL,0.00943,2015,A
PRESCIENT,CORONATION,0.01132,2015,A
PRESCIENT,PSG,0.00943,2015,A
PRESCIENT,US,0.00566,2015,A
PRESCIENT,INVESTEC,0.00755,2015,A
PRESCIENT,NEDBANK,0.00943,2015,A
HOLLARD,BCI,0.00943,2015,A
HOLLARD,STANLIB,0.01132,2015,A
HOLLARD,RECM,0.01132,2015,A
HOLLARD,EFFICIENT,0.00566,2015,A
HOLLARD,SIM,0.01132,2015,A
HOLLARD,GRYPHON,0.00755,2015,A
HOLLARD,TRUFFLE,0.00566,2015,A
HOLLARD,SELECT,0.00943,2015,A
HOLLARD,DISCOVERY,0.00943,2015,A
HOLLARD,OLD,0.01321,2015,A
HOLLARD,MARRIOT,0.00943,2015,A
HOLLARD,NEWFUNDS,0.00566,2015,A
HOLLARD,PIC,0.00943,2015,A
HOLLARD,ALLAN,0.00566,2015,A
HOLLARD,COMMUNITY,0.00755,2015,A
HOLLARD,CADIZ,0.01132,2015,A
HOLLARD,OASIS,0.00566,2015,A
HOLLARD,ABSA,0.00943,2015,A
HOLLARD,ASHBURTON,0.00943,2015,A
HOLLARD,MOMENTUM,0.01698,2015,A
HOLLARD,PRIME,0.00755,2015,A
HOLLARD,CARTESIAN,0.00189,2015,A
HOLLARD,GLACIER,0.00943,2015,A
HOLLARD,COLOURFIELD,0.00755,2015,A
HOLLARD,PRESCIENT,0.02453,2015,A
HOLLARD,CITADEL,0.00943,2015,A
HOLLARD,PRUDENTIAL,0.00943,2015,A
HOLLARD,CORONATION,0.01132,2015,A
HOLLARD,PSG,0.00943,2015,A
HOLLARD,US,0.00566,2015,A
HOLLARD,INVESTEC,0.00755,2015,A
HOLLARD,NEDBANK,0.00943,2015,A
CITADEL,BCI,0.00943,2015,A
CITADEL,STANLIB,0.00943,2015,A
CITADEL,RECM,0.00755,2015,A
CITADEL,EFFICIENT,0.00566,2015,A
CITADEL,SIM,0.00943,2015,A
CITADEL,GRYPHON,0.00755,2015,A
CITADEL,TRUFFLE,0.00566,2015,A
CITADEL,SELECT,0.00755,2015,A
CITADEL,DISCOVERY,0.00755,2015,A
CITADEL,OLD,0.00943,2015,A
CITADEL,MARRIOT,0.00943,2015,A
CITADEL,NEWFUNDS,0.00566,2015,A
CITADEL,PIC,0.00943,2015,A
CITADEL,ALLAN,0.00566,2015,A
CITADEL,COMMUNITY,0.00755,2015,A
CITADEL,CADIZ,0.00943,2015,A
CITADEL,OASIS,0.00377,2015,A
CITADEL,ABSA,0.00755,2015,A
CITADEL,ASHBURTON,0.00943,2015,A
CITADEL,MOMENTUM,0.00943,2015,A
CITADEL,PRIME,0.00755,2015,A
CITADEL,CARTESIAN,0.00189,2015,A
CITADEL,GLACIER,0.00755,2015,A
CITADEL,COLOURFIELD,0.00943,2015,A
CITADEL,PRESCIENT,0.00943,2015,A
CITADEL,HOLLARD,0.00943,2015,A
CITADEL,PRUDENTIAL,0.00943,2015,A
CITADEL,CORONATION,0.00943,2015,A
CITADEL,PSG,0.00943,2015,A
CITADEL,US,0.00377,2015,A
CITADEL,INVESTEC,0.00566,2015,A
CITADEL,NEDBANK,0.00943,2015,A
PRUDENTIAL,BCI,0.00943,2015,A
PRUDENTIAL,STANLIB,0.01132,2015,A
PRUDENTIAL,RECM,0.00755,2015,A
PRUDENTIAL,EFFICIENT,0.00566,2015,A
PRUDENTIAL,SIM,0.00943,2015,A
PRUDENTIAL,GRYPHON,0.00755,2015,A
PRUDENTIAL,TRUFFLE,0.00566,2015,A
PRUDENTIAL,SELECT,0.00755,2015,A
PRUDENTIAL,DISCOVERY,0.00943,2015,A
PRUDENTIAL,OLD,0.00943,2015,A
PRUDENTIAL,MARRIOT,0.00943,2015,A
PRUDENTIAL,NEWFUNDS,0.00566,2015,A
PRUDENTIAL,PIC,0.00943,2015,A
PRUDENTIAL,ALLAN,0.00566,2015,A
PRUDENTIAL,COMMUNITY,0.00755,2015,A
PRUDENTIAL,CADIZ,0.00943,2015,A
PRUDENTIAL,OASIS,0.00566,2015,A
PRUDENTIAL,ABSA,0.00755,2015,A
PRUDENTIAL,ASHBURTON,0.00943,2015,A
PRUDENTIAL,MOMENTUM,0.00943,2015,A
PRUDENTIAL,PRIME,0.00943,2015,A
PRUDENTIAL,CARTESIAN,0.00189,2015,A
PRUDENTIAL,GLACIER,0.00755,2015,A
PRUDENTIAL,COLOURFIELD,0.00755,2015,A
PRUDENTIAL,PRESCIENT,0.00943,2015,A
PRUDENTIAL,HOLLARD,0.00943,2015,A
PRUDENTIAL,CITADEL,0.00943,2015,A
PRUDENTIAL,CORONATION,0.01132,2015,A
PRUDENTIAL,INV,0.00189,2015,A
PRUDENTIAL,PSG,0.01132,2015,A
PRUDENTIAL,US,0.00377,2015,A
PRUDENTIAL,INVESTEC,0.00755,2015,A
PRUDENTIAL,NEDBANK,0.01132,2015,A
CORONATION,BCI,0.00943,2015,A
CORONATION,STANLIB,0.01321,2015,A
CORONATION,RECM,0.00755,2015,A
CORONATION,EFFICIENT,0.00566,2015,A
CORONATION,SIM,0.01132,2015,A
CORONATION,GRYPHON,0.00755,2015,A
CORONATION,TRUFFLE,0.00566,2015,A
CORONATION,SELECT,0.00755,2015,A
CORONATION,DISCOVERY,0.01132,2015,A
CORONATION,OLD,0.01132,2015,A
CORONATION,MARRIOT,0.00943,2015,A
CORONATION,NEWFUNDS,0.00566,2015,A
CORONATION,PIC,0.00943,2015,A
CORONATION,ALLAN,0.00566,2015,A
CORONATION,COMMUNITY,0.00755,2015,A
CORONATION,CADIZ,0.00943,2015,A
CORONATION,OASIS,0.00566,2015,A
CORONATION,ABSA,0.00943,2015,A
CORONATION,ASHBURTON,0.00943,2015,A
CORONATION,MOMENTUM,0.01132,2015,A
CORONATION,PRIME,0.00755,2015,A
CORONATION,CARTESIAN,0.00189,2015,A
CORONATION,GLACIER,0.00943,2015,A
CORONATION,COLOURFIELD,0.00755,2015,A
CORONATION,PRESCIENT,0.01132,2015,A
CORONATION,HOLLARD,0.01132,2015,A
CORONATION,CITADEL,0.00943,2015,A
CORONATION,PRUDENTIAL,0.01132,2015,A
CORONATION,PSG,0.00943,2015,A
CORONATION,US,0.00566,2015,A
CORONATION,INVESTEC,0.00943,2015,A
CORONATION,NEDBANK,0.00943,2015,A
INV,OASIS,0.00189,2015,A
INV,PRIME,0.00189,2015,A
INV,PRUDENTIAL,0.00189,2015,A
INV,PSG,0.00189,2015,A
INV,NEDBANK,0.00189,2015,A
PSG,BCI,0.01132,2015,A
PSG,STANLIB,0.01132,2015,A
PSG,RECM,0.00755,2015,A
PSG,EFFICIENT,0.00566,2015,A
PSG,SIM,0.01132,2015,A
PSG,GRYPHON,0.00755,2015,A
PSG,TRUFFLE,0.00566,2015,A
PSG,SELECT,0.00943,2015,A
PSG,DISCOVERY,0.00943,2015,A
PSG,OLD,0.01698,2015,A
PSG,MARRIOT,0.00943,2015,A
PSG,NEWFUNDS,0.00566,2015,A
PSG,PIC,0.00943,2015,A
PSG,ALLAN,0.00566,2015,A
PSG,COMMUNITY,0.00943,2015,A
PSG,CADIZ,0.01509,2015,A
PSG,OASIS,0.00566,2015,A
PSG,ABSA,0.00755,2015,A
PSG,ASHBURTON,0.00943,2015,A
PSG,MOMENTUM,0.01321,2015,A
PSG,PRIME,0.01321,2015,A
PSG,CARTESIAN,0.00189,2015,A
PSG,GLACIER,0.00943,2015,A
PSG,COLOURFIELD,0.00755,2015,A
PSG,PRESCIENT,0.00943,2015,A
PSG,HOLLARD,0.00943,2015,A
PSG,CITADEL,0.00943,2015,A
PSG,PRUDENTIAL,0.01132,2015,A
PSG,CORONATION,0.00943,2015,A
PSG,INV,0.00189,2015,A
PSG,US,0.00377,2015,A
PSG,INVESTEC,0.00755,2015,A
PSG,NEDBANK,0.01132,2015,A
US,BCI,0.00377,2015,A
US,STANLIB,0.00566,2015,A
US,RECM,0.00377,2015,A
US,EFFICIENT,0.00189,2015,A
US,SIM,0.00566,2015,A
US,GRYPHON,0.00377,2015,A
US,TRUFFLE,0.00377,2015,A
US,SELECT,0.00377,2015,A
US,DISCOVERY,0.00566,2015,A
US,OLD,0.00566,2015,A
US,MARRIOT,0.00377,2015,A
US,NEWFUNDS,0.00377,2015,A
US,PIC,0.00377,2015,A
US,ALLAN,0.00189,2015,A
US,COMMUNITY,0.00377,2015,A
US,CADIZ,0.00377,2015,A
US,OASIS,0.00377,2015,A
US,ABSA,0.00566,2015,A
US,ASHBURTON,0.00377,2015,A
US,MOMENTUM,0.00566,2015,A
US,PRIME,0.00377,2015,A
US,CARTESIAN,0.00189,2015,A
US,GLACIER,0.00566,2015,A
US,COLOURFIELD,0.00377,2015,A
US,PRESCIENT,0.00566,2015,A
US,HOLLARD,0.00566,2015,A
US,CITADEL,0.00377,2015,A
US,PRUDENTIAL,0.00377,2015,A
US,CORONATION,0.00566,2015,A
US,PSG,0.00377,2015,A
US,INVESTEC,0.00566,2015,A
US,NEDBANK,0.00377,2015,A
INVESTEC,BCI,0.00566,2015,A
INVESTEC,STANLIB,0.01321,2015,A
INVESTEC,RECM,0.00755,2015,A
INVESTEC,EFFICIENT,0.00566,2015,A
INVESTEC,SIM,0.00943,2015,A
INVESTEC,GRYPHON,0.00377,2015,A
INVESTEC,TRUFFLE,0.00755,2015,A
INVESTEC,SELECT,0.00755,2015,A
INVESTEC,DISCOVERY,0.06038,2015,A
INVESTEC,OLD,0.02453,2015,A
INVESTEC,MARRIOT,0.00566,2015,A
INVESTEC,NEWFUNDS,0.00377,2015,A
INVESTEC,PIC,0.00566,2015,A
INVESTEC,ALLAN,0.00566,2015,A
INVESTEC,COMMUNITY,0.00943,2015,A
INVESTEC,CADIZ,0.00755,2015,A
INVESTEC,OASIS,0.00566,2015,A
INVESTEC,ABSA,0.00566,2015,A
INVESTEC,ASHBURTON,0.00755,2015,A
INVESTEC,MOMENTUM,0.00943,2015,A
INVESTEC,PRIME,0.00566,2015,A
INVESTEC,CARTESIAN,0.00377,2015,A
INVESTEC,GLACIER,0.00943,2015,A
INVESTEC,COLOURFIELD,0.00566,2015,A
INVESTEC,PRESCIENT,0.00755,2015,A
INVESTEC,HOLLARD,0.00755,2015,A
INVESTEC,CITADEL,0.00566,2015,A
INVESTEC,PRUDENTIAL,0.00755,2015,A
INVESTEC,CORONATION,0.00943,2015,A
INVESTEC,PSG,0.00755,2015,A
INVESTEC,US,0.00566,2015,A
INVESTEC,NEDBANK,0.00566,2015,A
NEDBANK,BCI,0.00943,2015,A
NEDBANK,STANLIB,0.01132,2015,A
NEDBANK,RECM,0.00755,2015,A
NEDBANK,EFFICIENT,0.00566,2015,A
NEDBANK,SIM,0.00943,2015,A
NEDBANK,GRYPHON,0.00755,2015,A
NEDBANK,TRUFFLE,0.00566,2015,A
NEDBANK,SELECT,0.00755,2015,A
NEDBANK,DISCOVERY,0.00755,2015,A
NEDBANK,OLD,0.00943,2015,A
NEDBANK,MARRIOT,0.00943,2015,A
NEDBANK,NEWFUNDS,0.00566,2015,A
NEDBANK,PIC,0.00943,2015,A
NEDBANK,ALLAN,0.00566,2015,A
NEDBANK,COMMUNITY,0.00755,2015,A
NEDBANK,CADIZ,0.00943,2015,A
NEDBANK,OASIS,0.00566,2015,A
NEDBANK,ABSA,0.00755,2015,A
NEDBANK,ASHBURTON,0.00943,2015,A
NEDBANK,MOMENTUM,0.00943,2015,A
NEDBANK,PRIME,0.00943,2015,A
NEDBANK,CARTESIAN,0.00189,2015,A
NEDBANK,GLACIER,0.00755,2015,A
NEDBANK,COLOURFIELD,0.00755,2015,A
NEDBANK,PRESCIENT,0.00943,2015,A
NEDBANK,HOLLARD,0.00943,2015,A
NEDBANK,CITADEL,0.00943,2015,A
NEDBANK,PRUDENTIAL,0.01132,2015,A
NEDBANK,CORONATION,0.00943,2015,A
NEDBANK,INV,0.00189,2015,A
NEDBANK,PSG,0.01132,2015,A
NEDBANK,US,0.00377,2015,A
NEDBANK,INVESTEC,0.00566,2015,A
